2026/04/25 16:06:06.780, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.64 W
2026/04/25 16:52:24.428, 0 %, 0 %, 289 MiB, 19859 MiB, 31, 12.18 W
2026/04/25 16:52:29.482, 0 %, 0 %, 289 MiB, 19859 MiB, 31, 12.24 W
2026/04/25 16:52:34.501, 0 %, 0 %, 289 MiB, 19859 MiB, 30, 12.02 W
2026/04/25 16:52:39.604, 0 %, 0 %, 289 MiB, 19859 MiB, 30, 12.02 W
2026/04/25 16:52:44.611, 0 %, 0 %, 289 MiB, 19859 MiB, 30, 12.16 W
2026/04/25 16:52:49.635, 0 %, 0 %, 289 MiB, 19859 MiB, 30, 12.08 W
2026/04/25 16:52:54.643, 0 %, 0 %, 289 MiB, 19859 MiB, 30, 11.77 W
2026/04/25 16:52:59.650, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 11.97 W
2026/04/25 16:53:04.738, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 12.06 W
2026/04/25 16:53:09.745, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 12.07 W
2026/04/25 16:53:14.785, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 12.25 W
2026/04/25 16:53:19.804, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 12.00 W
2026/04/25 16:53:24.857, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 11.96 W
2026/04/25 16:53:29.866, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 11.90 W
2026/04/25 16:53:34.960, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 11.89 W
2026/04/25 16:53:39.969, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 11.82 W
2026/04/25 16:53:45.013, 0 %, 0 %, 289 MiB, 19859 MiB, 29, 11.98 W
2026/04/25 16:53:50.020, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.85 W
2026/04/25 16:53:55.026, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 12.10 W
2026/04/25 16:54:00.107, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.98 W
2026/04/25 16:54:05.114, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.96 W
2026/04/25 16:54:10.177, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 12.08 W
2026/04/25 16:54:15.184, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 16:54:20.245, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.91 W
2026/04/25 16:54:25.252, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.91 W
2026/04/25 16:54:30.351, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.87 W
2026/04/25 16:54:35.462, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.81 W
2026/04/25 16:54:40.470, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.89 W
2026/04/25 16:54:45.515, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.77 W
2026/04/25 16:54:50.525, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:54:55.534, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.88 W
2026/04/25 16:55:00.540, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.79 W
2026/04/25 16:55:05.547, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.90 W
2026/04/25 16:55:10.601, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.80 W
2026/04/25 16:55:15.612, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:55:20.675, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.88 W
2026/04/25 16:55:25.682, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.97 W
2026/04/25 16:55:30.730, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.91 W
2026/04/25 16:55:35.737, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 16:55:40.806, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.91 W
2026/04/25 16:55:45.813, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.79 W
2026/04/25 16:55:50.821, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.96 W
2026/04/25 16:55:55.831, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.77 W
2026/04/25 16:56:00.838, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.86 W
2026/04/25 16:56:05.864, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.87 W
2026/04/25 16:56:10.871, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.89 W
2026/04/25 16:56:15.906, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.72 W
2026/04/25 16:56:20.914, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.83 W
2026/04/25 16:56:25.987, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.86 W
2026/04/25 16:56:31.052, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:56:36.076, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.81 W
2026/04/25 16:56:41.083, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.75 W
2026/04/25 16:56:46.151, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.88 W
2026/04/25 16:56:51.161, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.62 W
2026/04/25 16:56:56.226, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.66 W
2026/04/25 16:57:01.233, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.62 W
2026/04/25 16:57:06.268, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.68 W
2026/04/25 16:57:11.275, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.73 W
2026/04/25 16:57:16.282, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.71 W
2026/04/25 16:57:21.311, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:57:26.373, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.87 W
2026/04/25 16:57:31.379, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.82 W
2026/04/25 16:57:36.454, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.80 W
2026/04/25 16:57:41.462, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 16:57:46.567, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.89 W
2026/04/25 16:57:51.574, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 16:57:56.608, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:58:01.615, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.82 W
2026/04/25 16:58:06.655, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 12.01 W
2026/04/25 16:58:11.662, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.85 W
2026/04/25 16:58:16.684, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 16:58:21.703, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 16:58:26.710, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.89 W
2026/04/25 16:58:31.768, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:58:36.775, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.89 W
2026/04/25 16:58:41.809, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.79 W
2026/04/25 16:58:46.816, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 12.07 W
2026/04/25 16:58:51.852, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 12.00 W
2026/04/25 16:58:56.859, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.95 W
2026/04/25 16:59:01.905, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.98 W
2026/04/25 16:59:07.025, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 12.08 W
2026/04/25 16:59:12.031, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:59:17.139, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:59:22.150, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.92 W
2026/04/25 16:59:27.237, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.85 W
2026/04/25 16:59:32.244, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.85 W
2026/04/25 16:59:37.314, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.88 W
2026/04/25 16:59:42.322, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.74 W
2026/04/25 16:59:47.330, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.80 W
2026/04/25 16:59:52.350, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.91 W
2026/04/25 16:59:57.358, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 17:00:02.424, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.87 W
2026/04/25 17:00:07.431, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 22.90 W
2026/04/25 17:00:12.438, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.93 W
2026/04/25 17:00:17.446, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.94 W
2026/04/25 17:00:22.531, 0 %, 0 %, 289 MiB, 19859 MiB, 28, 11.88 W
2026/04/25 17:00:27.538, 39 %, 31 %, 10269 MiB, 9879 MiB, 36, 65.32 W
2026/04/25 17:00:32.560, 0 %, 0 %, 10301 MiB, 9847 MiB, 32, 32.87 W
2026/04/25 17:00:37.614, 0 %, 0 %, 10301 MiB, 9847 MiB, 32, 31.93 W
2026/04/25 17:00:42.621, 0 %, 0 %, 10301 MiB, 9847 MiB, 33, 31.98 W
2026/04/25 17:00:47.630, 0 %, 0 %, 10301 MiB, 9847 MiB, 31, 23.22 W
2026/04/25 17:00:52.750, 0 %, 0 %, 265 MiB, 19883 MiB, 33, 33.64 W
2026/04/25 17:00:57.803, 0 %, 0 %, 265 MiB, 19883 MiB, 34, 32.56 W
2026/04/25 17:01:02.875, 0 %, 0 %, 265 MiB, 19883 MiB, 34, 32.37 W
2026/04/25 17:01:07.956, 0 %, 0 %, 265 MiB, 19883 MiB, 32, 28.37 W
2026/04/25 17:01:12.963, 0 %, 0 %, 265 MiB, 19883 MiB, 32, 12.51 W
2026/04/25 17:01:17.977, 0 %, 0 %, 265 MiB, 19883 MiB, 31, 12.26 W
2026/04/25 17:01:22.986, 0 %, 0 %, 265 MiB, 19883 MiB, 31, 12.25 W
2026/04/25 17:01:28.050, 0 %, 0 %, 265 MiB, 19883 MiB, 31, 12.32 W
2026/04/25 17:01:33.057, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 12.32 W
2026/04/25 17:01:38.120, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 12.14 W
2026/04/25 17:01:43.127, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 12.02 W
2026/04/25 17:01:48.220, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 11.99 W
2026/04/25 17:01:53.230, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 12.08 W
2026/04/25 17:01:58.240, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.87 W
2026/04/25 17:02:03.248, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.16 W
2026/04/25 17:02:08.327, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.14 W
2026/04/25 17:02:13.335, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.08 W
2026/04/25 17:02:18.439, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.16 W
2026/04/25 17:02:23.447, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.03 W
2026/04/25 17:02:28.506, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.09 W
2026/04/25 17:02:33.513, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.04 W
2026/04/25 17:02:38.554, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.05 W
2026/04/25 17:02:43.560, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.06 W
2026/04/25 17:02:48.638, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.01 W
2026/04/25 17:02:53.646, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 12.06 W
2026/04/25 17:02:58.741, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.92 W
2026/04/25 17:03:03.748, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 12.05 W
2026/04/25 17:03:08.788, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.95 W
2026/04/25 17:03:13.806, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.82 W
2026/04/25 17:03:18.813, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.90 W
2026/04/25 17:03:23.909, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.78 W
2026/04/25 17:03:28.918, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.85 W
2026/04/25 17:03:33.946, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.90 W
2026/04/25 17:03:38.955, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.73 W
2026/04/25 17:03:44.042, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.74 W
2026/04/25 17:03:49.050, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.89 W
2026/04/25 17:03:54.110, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.78 W
2026/04/25 17:03:59.229, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.93 W
2026/04/25 17:04:04.236, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.94 W
2026/04/25 17:04:09.273, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.85 W
2026/04/25 17:04:14.280, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.87 W
2026/04/25 17:04:19.406, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.92 W
2026/04/25 17:04:24.414, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.99 W
2026/04/25 17:04:29.506, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.93 W
2026/04/25 17:04:34.513, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.91 W
2026/04/25 17:04:39.526, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.90 W
2026/04/25 17:04:44.533, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.93 W
2026/04/25 17:04:49.605, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 12.08 W
2026/04/25 17:04:54.613, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.95 W
2026/04/25 17:04:59.706, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.94 W
2026/04/25 17:05:04.714, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.78 W
2026/04/25 17:05:09.758, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.84 W
2026/04/25 17:05:14.765, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.81 W
2026/04/25 17:05:19.772, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.78 W
2026/04/25 17:05:24.781, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.97 W
2026/04/25 17:05:29.878, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.83 W
2026/04/25 17:05:34.886, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.68 W
2026/04/25 17:05:39.983, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.66 W
2026/04/25 17:05:45.003, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.73 W
2026/04/25 17:05:50.017, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.77 W
2026/04/25 17:05:55.027, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.92 W
2026/04/25 17:06:00.037, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.94 W
2026/04/25 17:06:05.044, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 12.05 W
2026/04/25 17:06:10.077, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.87 W
2026/04/25 17:06:15.083, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.92 W
2026/04/25 17:06:20.115, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.88 W
2026/04/25 17:06:25.122, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.97 W
2026/04/25 17:06:30.130, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 12.04 W
2026/04/25 17:06:35.138, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.87 W
2026/04/25 17:06:40.205, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.87 W
2026/04/25 17:06:45.212, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.76 W
2026/04/25 17:06:50.222, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.62 W
2026/04/25 17:06:55.230, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.65 W
2026/04/25 17:07:00.318, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.84 W
2026/04/25 17:07:05.406, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.78 W
2026/04/25 17:07:10.517, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.70 W
2026/04/25 17:07:15.525, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.76 W
2026/04/25 17:07:20.627, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.90 W
2026/04/25 17:07:25.636, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.67 W
2026/04/25 17:07:30.644, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.59 W
2026/04/25 17:07:35.652, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.84 W
2026/04/25 17:07:40.706, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.65 W
2026/04/25 17:07:45.713, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.82 W
2026/04/25 17:07:50.773, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.70 W
2026/04/25 17:07:55.782, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.65 W
2026/04/25 17:08:00.837, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.74 W
2026/04/25 17:08:05.845, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.80 W
2026/04/25 17:08:10.865, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.61 W
2026/04/25 17:08:15.872, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.61 W
2026/04/25 17:08:20.949, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.65 W
2026/04/25 17:08:25.957, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.68 W
2026/04/25 17:08:31.008, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.54 W
2026/04/25 17:08:36.015, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.66 W
2026/04/25 17:08:41.068, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.71 W
2026/04/25 17:08:46.076, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.75 W
2026/04/25 17:08:51.142, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.75 W
2026/04/25 17:08:56.150, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.85 W
2026/04/25 17:09:01.261, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.98 W
2026/04/25 17:09:06.268, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.91 W
2026/04/25 17:09:11.320, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 12.02 W
2026/04/25 17:09:16.328, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 12.02 W
2026/04/25 17:09:21.405, 0 %, 0 %, 265 MiB, 19883 MiB, 27, 11.76 W
2026/04/25 17:09:26.416, 72 %, 63 %, 10261 MiB, 9887 MiB, 37, 67.59 W
2026/04/25 17:09:31.425, 0 %, 0 %, 10293 MiB, 9855 MiB, 32, 31.80 W
2026/04/25 17:09:36.432, 0 %, 0 %, 10293 MiB, 9855 MiB, 32, 31.78 W
2026/04/25 17:09:41.441, 0 %, 0 %, 10293 MiB, 9855 MiB, 33, 31.77 W
2026/04/25 17:09:46.449, 0 %, 0 %, 265 MiB, 19883 MiB, 33, 33.35 W
2026/04/25 17:09:51.458, 0 %, 0 %, 265 MiB, 19883 MiB, 33, 31.97 W
2026/04/25 17:09:56.466, 0 %, 0 %, 265 MiB, 19883 MiB, 34, 31.93 W
2026/04/25 17:10:01.472, 0 %, 0 %, 265 MiB, 19883 MiB, 34, 31.90 W
2026/04/25 17:10:06.551, 0 %, 0 %, 265 MiB, 19883 MiB, 32, 28.92 W
2026/04/25 17:10:11.559, 0 %, 0 %, 265 MiB, 19883 MiB, 32, 11.99 W
2026/04/25 17:10:16.566, 0 %, 0 %, 265 MiB, 19883 MiB, 31, 11.98 W
2026/04/25 17:10:21.616, 0 %, 0 %, 265 MiB, 19883 MiB, 31, 11.99 W
2026/04/25 17:10:26.624, 0 %, 0 %, 265 MiB, 19883 MiB, 31, 11.98 W
2026/04/25 17:10:31.708, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 11.81 W
2026/04/25 17:10:36.717, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 11.96 W
2026/04/25 17:10:41.773, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 11.89 W
2026/04/25 17:10:46.780, 0 %, 0 %, 265 MiB, 19883 MiB, 30, 11.94 W
2026/04/25 17:10:51.788, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.72 W
2026/04/25 17:10:56.805, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.79 W
2026/04/25 17:11:01.812, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.84 W
2026/04/25 17:11:06.818, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.91 W
2026/04/25 17:11:11.825, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.93 W
2026/04/25 17:11:16.832, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.57 W
2026/04/25 17:11:21.838, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.77 W
2026/04/25 17:11:26.905, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 12.01 W
2026/04/25 17:11:31.913, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.73 W
2026/04/25 17:11:36.970, 0 %, 0 %, 265 MiB, 19883 MiB, 29, 11.86 W
2026/04/25 17:11:41.977, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.83 W
2026/04/25 17:11:46.983, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.65 W
2026/04/25 17:11:52.079, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.68 W
2026/04/25 17:11:57.087, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.75 W
2026/04/25 17:12:02.148, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.73 W
2026/04/25 17:12:07.154, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.66 W
2026/04/25 17:12:12.208, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.73 W
2026/04/25 17:12:17.216, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.64 W
2026/04/25 17:12:22.316, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.56 W
2026/04/25 17:12:27.325, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.49 W
2026/04/25 17:12:32.382, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.79 W
2026/04/25 17:12:37.400, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.72 W
2026/04/25 17:12:42.476, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.75 W
2026/04/25 17:12:47.483, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.70 W
2026/04/25 17:12:52.501, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.62 W
2026/04/25 17:12:57.509, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.75 W
2026/04/25 17:13:02.517, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.72 W
2026/04/25 17:13:07.569, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.70 W
2026/04/25 17:13:12.577, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.76 W
2026/04/25 17:13:17.615, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.74 W
2026/04/25 17:13:22.622, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.78 W
2026/04/25 17:13:27.660, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.65 W
2026/04/25 17:13:32.670, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.81 W
2026/04/25 17:13:37.681, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.58 W
2026/04/25 17:13:42.699, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.68 W
2026/04/25 17:13:47.809, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.68 W
2026/04/25 17:13:52.820, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.79 W
2026/04/25 17:13:57.842, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.73 W
2026/04/25 17:14:02.850, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.52 W
2026/04/25 17:14:07.858, 0 %, 0 %, 265 MiB, 19883 MiB, 28, 11.50 W
2026/04/25 17:14:12.868, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.44 W
2026/04/25 17:14:17.878, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.30 W
2026/04/25 17:14:22.886, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.39 W
2026/04/25 17:14:27.904, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.27 W
2026/04/25 17:14:32.912, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.27 W
2026/04/25 17:14:37.920, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.23 W
2026/04/25 17:14:42.928, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.39 W
2026/04/25 17:14:47.935, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.35 W
2026/04/25 17:14:52.943, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.47 W
2026/04/25 17:14:57.953, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.56 W
2026/04/25 17:15:02.960, 0 %, 0 %, 2 MiB, 20146 MiB, 28, 11.47 W
2026/04/25 17:15:07.970, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.42 W
2026/04/25 17:15:12.976, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.41 W
2026/04/25 17:15:17.986, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.42 W
2026/04/25 17:15:23.013, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.28 W
2026/04/25 17:15:28.022, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.29 W
2026/04/25 17:15:33.030, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.23 W
2026/04/25 17:15:38.038, 0 %, 0 %, 2 MiB, 20146 MiB, 27, 11.42 W
